"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Finland (FI)","Actual Total Load [MW] - Finland (FI)"
"06.10.2023 01:30 - 06.10.2023 01:45","7881","8067"
"06.10.2023 01:45 - 06.10.2023 02:00","7858","8070"
"06.10.2023 02:00 - 06.10.2023 02:15","7833","8067"
"06.10.2023 02:15 - 06.10.2023 02:30","7818","8045"
"06.10.2023 02:30 - 06.10.2023 02:45","7814","8027"
"06.10.2023 02:45 - 06.10.2023 03:00","7805","8036"
"06.10.2023 03:00 - 06.10.2023 03:15","7786","8029"
"06.10.2023 03:15 - 06.10.2023 03:30","7800","8063"
"06.10.2023 03:30 - 06.10.2023 03:45","7837","8133"
"06.10.2023 03:45 - 06.10.2023 04:00","7888","8127"
"06.10.2023 04:00 - 06.10.2023 04:15","7953","8286"
"06.10.2023 04:15 - 06.10.2023 04:30","8036","8300"
"06.10.2023 04:30 - 06.10.2023 04:45","8130","8442"
"06.10.2023 04:45 - 06.10.2023 05:00","8262","8562"
"06.10.2023 05:00 - 06.10.2023 05:15","8452","8899"
"06.10.2023 05:15 - 06.10.2023 05:30","8591","9158"
"06.10.2023 05:30 - 06.10.2023 05:45","8696","9335"
"06.10.2023 05:45 - 06.10.2023 06:00","8804","9527"
"06.10.2023 06:00 - 06.10.2023 06:15","8913","9561"
"06.10.2023 06:15 - 06.10.2023 06:30","8993","9677"
"06.10.2023 06:30 - 06.10.2023 06:45","9052","9618"
"06.10.2023 06:45 - 06.10.2023 07:00","9086","9576"
"06.10.2023 07:00 - 06.10.2023 07:15","9081","9663"
"06.10.2023 07:15 - 06.10.2023 07:30","9092","9736"
"06.10.2023 07:30 - 06.10.2023 07:45","9107","9741"
"06.10.2023 07:45 - 06.10.2023 08:00","9114","9678"
"06.10.2023 08:00 - 06.10.2023 08:15","9118","9569"
"06.10.2023 08:15 - 06.10.2023 08:30","9114","9568"
"06.10.2023 08:30 - 06.10.2023 08:45","9106","9553"
"06.10.2023 08:45 - 06.10.2023 09:00","9091","9608"
"06.10.2023 09:00 - 06.10.2023 09:15","9068","9596"
"06.10.2023 09:15 - 06.10.2023 09:30","9043","9569"
"06.10.2023 09:30 - 06.10.2023 09:45","9018","9515"
"06.10.2023 09:45 - 06.10.2023 10:00","8980","9532"
"06.10.2023 10:00 - 06.10.2023 10:15","8920","9498"
"06.10.2023 10:15 - 06.10.2023 10:30","8885","9411"
"06.10.2023 10:30 - 06.10.2023 10:45","8863","9419"
"06.10.2023 10:45 - 06.10.2023 11:00","8853","9354"
"06.10.2023 11:00 - 06.10.2023 11:15","8865","9297"
"06.10.2023 11:15 - 06.10.2023 11:30","8860","9232"
"06.10.2023 11:30 - 06.10.2023 11:45","8845","9276"
"06.10.2023 11:45 - 06.10.2023 12:00","8829","9282"
"06.10.2023 12:00 - 06.10.2023 12:15","8810","9286"
"06.10.2023 12:15 - 06.10.2023 12:30","8790","9249"
"06.10.2023 12:30 - 06.10.2023 12:45","8769","9231"
"06.10.2023 12:45 - 06.10.2023 13:00","8740","9229"
"06.10.2023 13:00 - 06.10.2023 13:15","8697","9171"
"06.10.2023 13:15 - 06.10.2023 13:30","8671","9171"
"06.10.2023 13:30 - 06.10.2023 13:45","8655","9077"
"06.10.2023 13:45 - 06.10.2023 14:00","8645","9098"
"06.10.2023 14:00 - 06.10.2023 14:15","8645","9142"
"06.10.2023 14:15 - 06.10.2023 14:30","8643","9155"
"06.10.2023 14:30 - 06.10.2023 14:45","8640","9146"
"06.10.2023 14:45 - 06.10.2023 15:00","8643","9117"
"06.10.2023 15:00 - 06.10.2023 15:15","8650","9234"
"06.10.2023 15:15 - 06.10.2023 15:30","8655","9214"
"06.10.2023 15:30 - 06.10.2023 15:45","8661","9217"
"06.10.2023 15:45 - 06.10.2023 16:00","8665","9154"
"06.10.2023 16:00 - 06.10.2023 16:15","8664","9229"
"06.10.2023 16:15 - 06.10.2023 16:30","8674","9212"
"06.10.2023 16:30 - 06.10.2023 16:45","8691","9231"
"06.10.2023 16:45 - 06.10.2023 17:00","8713","9204"
"06.10.2023 17:00 - 06.10.2023 17:15","8744","9278"
"06.10.2023 17:15 - 06.10.2023 17:30","8774","9315"
"06.10.2023 17:30 - 06.10.2023 17:45","8801","9458"
"06.10.2023 17:45 - 06.10.2023 18:00","8843","9545"
"06.10.2023 18:00 - 06.10.2023 18:15","8914","9673"
"06.10.2023 18:15 - 06.10.2023 18:30","8945","9662"
"06.10.2023 18:30 - 06.10.2023 18:45","8948","9674"
"06.10.2023 18:45 - 06.10.2023 19:00","8945","9552"
"06.10.2023 19:00 - 06.10.2023 19:15","8933","9596"
"06.10.2023 19:15 - 06.10.2023 19:30","8898","9529"
"06.10.2023 19:30 - 06.10.2023 19:45","8852","9435"
"06.10.2023 19:45 - 06.10.2023 20:00","8759","9261"
"06.10.2023 20:00 - 06.10.2023 20:15","8586","9174"
"06.10.2023 20:15 - 06.10.2023 20:30","8499","9076"
"06.10.2023 20:30 - 06.10.2023 20:45","8457","9041"
"06.10.2023 20:45 - 06.10.2023 21:00","8458","8920"
"06.10.2023 21:00 - 06.10.2023 21:15","8546","8919"
"06.10.2023 21:15 - 06.10.2023 21:30","8554","8936"
"06.10.2023 21:30 - 06.10.2023 21:45","8516","9010"
"06.10.2023 21:45 - 06.10.2023 22:00","8459","8914"
"06.10.2023 22:00 - 06.10.2023 22:15","8361","8859"
"06.10.2023 22:15 - 06.10.2023 22:30","8284","8716"
"06.10.2023 22:30 - 06.10.2023 22:45","8223","8583"
"06.10.2023 22:45 - 06.10.2023 23:00","8140","8432"
"06.10.2023 23:00 - 06.10.2023 23:15","8026","8359"
"06.10.2023 23:15 - 06.10.2023 23:30","7960","8291"
"06.10.2023 23:30 - 06.10.2023 23:45","7928","8146"
"06.10.2023 23:45 - 07.10.2023 00:00","7910","8070"
"07.10.2023 00:00 - 07.10.2023 00:15","7955","8124"
"07.10.2023 00:15 - 07.10.2023 00:30","7945","8095"
"07.10.2023 00:30 - 07.10.2023 00:45","7930","7993"
"07.10.2023 00:45 - 07.10.2023 01:00","7895","7864"
"07.10.2023 01:00 - 07.10.2023 01:15","7829","7858"
"07.10.2023 01:15 - 07.10.2023 01:30","7790","7799"
"07.10.2023 01:30 - 07.10.2023 01:45","7766","7738"
"07.10.2023 01:45 - 07.10.2023 02:00","7746","7739"
"07.10.2023 02:00 - 07.10.2023 02:15","7740","7806"
"07.10.2023 02:15 - 07.10.2023 02:30","7726","7765"
"07.10.2023 02:30 - 07.10.2023 02:45","7711","7676"
"07.10.2023 02:45 - 07.10.2023 03:00","7688","7731"
"07.10.2023 03:00 - 07.10.2023 03:15","7651","7669"
"07.10.2023 03:15 - 07.10.2023 03:30","7639","7685"
"07.10.2023 03:30 - 07.10.2023 03:45","7644","7652"
"07.10.2023 03:45 - 07.10.2023 04:00","7660","7701"
"07.10.2023 04:00 - 07.10.2023 04:15","7694","7688"
"07.10.2023 04:15 - 07.10.2023 04:30","7725","7772"
"07.10.2023 04:30 - 07.10.2023 04:45","7757","7765"
"07.10.2023 04:45 - 07.10.2023 05:00","7801","7746"
"07.10.2023 05:00 - 07.10.2023 05:15","7861","7885"
"07.10.2023 05:15 - 07.10.2023 05:30","7908","7967"
"07.10.2023 05:30 - 07.10.2023 05:45","7948","7977"
"07.10.2023 05:45 - 07.10.2023 06:00","7987","8046"
"07.10.2023 06:00 - 07.10.2023 06:15","8024","8116"
"07.10.2023 06:15 - 07.10.2023 06:30","8060","8116"
"07.10.2023 06:30 - 07.10.2023 06:45","8096","8050"
"07.10.2023 06:45 - 07.10.2023 07:00","8126","8123"
"07.10.2023 07:00 - 07.10.2023 07:15","8147","8218"
"07.10.2023 07:15 - 07.10.2023 07:30","8179","8242"
"07.10.2023 07:30 - 07.10.2023 07:45","8216","8274"
"07.10.2023 07:45 - 07.10.2023 08:00","8258","8270"
"07.10.2023 08:00 - 07.10.2023 08:15","8309","8454"
"07.10.2023 08:15 - 07.10.2023 08:30","8354","8506"
"07.10.2023 08:30 - 07.10.2023 08:45","8393","8536"
"07.10.2023 08:45 - 07.10.2023 09:00","8442","8632"
"07.10.2023 09:00 - 07.10.2023 09:15","8509","8730"
"07.10.2023 09:15 - 07.10.2023 09:30","8545","8901"
"07.10.2023 09:30 - 07.10.2023 09:45","8563","8953"
"07.10.2023 09:45 - 07.10.2023 10:00","8560","8992"
"07.10.2023 10:00 - 07.10.2023 10:15","8522","8982"
"07.10.2023 10:15 - 07.10.2023 10:30","8509","9038"
"07.10.2023 10:30 - 07.10.2023 10:45","8510","9103"
"07.10.2023 10:45 - 07.10.2023 11:00","8510","9123"
"07.10.2023 11:00 - 07.10.2023 11:15","8516","9149"
"07.10.2023 11:15 - 07.10.2023 11:30","8520","9141"
"07.10.2023 11:30 - 07.10.2023 11:45","8523","9253"
"07.10.2023 11:45 - 07.10.2023 12:00","8529","9199"
"07.10.2023 12:00 - 07.10.2023 12:15","8541","9170"
"07.10.2023 12:15 - 07.10.2023 12:30","8546","9081"
"07.10.2023 12:30 - 07.10.2023 12:45","8546","9097"
"07.10.2023 12:45 - 07.10.2023 13:00","8540","9174"
"07.10.2023 13:00 - 07.10.2023 13:15","8521","9135"
"07.10.2023 13:15 - 07.10.2023 13:30","8516","9155"
"07.10.2023 13:30 - 07.10.2023 13:45","8519","9077"
"07.10.2023 13:45 - 07.10.2023 14:00","8525","9170"
"07.10.2023 14:00 - 07.10.2023 14:15","8538","9128"
"07.10.2023 14:15 - 07.10.2023 14:30","8550","9163"
"07.10.2023 14:30 - 07.10.2023 14:45","8563","9159"
"07.10.2023 14:45 - 07.10.2023 15:00","8580","9205"
"07.10.2023 15:00 - 07.10.2023 15:15","8601","9093"
"07.10.2023 15:15 - 07.10.2023 15:30","8621","9120"
"07.10.2023 15:30 - 07.10.2023 15:45","8642","9184"
"07.10.2023 15:45 - 07.10.2023 16:00","8658","9229"
"07.10.2023 16:00 - 07.10.2023 16:15","8659","9227"
"07.10.2023 16:15 - 07.10.2023 16:30","8686","9232"
"07.10.2023 16:30 - 07.10.2023 16:45","8726","9330"
"07.10.2023 16:45 - 07.10.2023 17:00","8788","9393"
"07.10.2023 17:00 - 07.10.2023 17:15","8885","9491"
"07.10.2023 17:15 - 07.10.2023 17:30","8952","9476"
"07.10.2023 17:30 - 07.10.2023 17:45","8996","9657"
"07.10.2023 17:45 - 07.10.2023 18:00","9051","9716"
"07.10.2023 18:00 - 07.10.2023 18:15","9125","9829"
"07.10.2023 18:15 - 07.10.2023 18:30","9151","9846"
"07.10.2023 18:30 - 07.10.2023 18:45","9145","9770"
"07.10.2023 18:45 - 07.10.2023 19:00","9111","9693"
"07.10.2023 19:00 - 07.10.2023 19:15","9032","9693"
"07.10.2023 19:15 - 07.10.2023 19:30","8966","9634"
"07.10.2023 19:30 - 07.10.2023 19:45","8908","9474"
"07.10.2023 19:45 - 07.10.2023 20:00","8815","9336"
"07.10.2023 20:00 - 07.10.2023 20:15","8667","9267"
"07.10.2023 20:15 - 07.10.2023 20:30","8587","9184"
"07.10.2023 20:30 - 07.10.2023 20:45","8544","9049"
"07.10.2023 20:45 - 07.10.2023 21:00","8540","8900"
"07.10.2023 21:00 - 07.10.2023 21:15","8606","9135"
"07.10.2023 21:15 - 07.10.2023 21:30","8614","9158"
"07.10.2023 21:30 - 07.10.2023 21:45","8590","9190"
"07.10.2023 21:45 - 07.10.2023 22:00","8563","9096"
"07.10.2023 22:00 - 07.10.2023 22:15","8522","9173"
"07.10.2023 22:15 - 07.10.2023 22:30","8478","9099"
"07.10.2023 22:30 - 07.10.2023 22:45","8434","8908"
"07.10.2023 22:45 - 07.10.2023 23:00","8365","8800"
"07.10.2023 23:00 - 07.10.2023 23:15","8254","8814"
"07.10.2023 23:15 - 07.10.2023 23:30","8195","8657"
"07.10.2023 23:30 - 07.10.2023 23:45","8168","8573"
"07.10.2023 23:45 - 08.10.2023 00:00","8152","8479"
"08.10.2023 00:00 - 08.10.2023 00:15","8176","8399"
"08.10.2023 00:15 - 08.10.2023 00:30","8163","8395"
"08.10.2023 00:30 - 08.10.2023 00:45","8142","8379"
"08.10.2023 00:45 - 08.10.2023 01:00","8098","8340"
"08.10.2023 01:00 - 08.10.2023 01:15","8018","8317"
"08.10.2023 01:15 - 08.10.2023 01:30","7964","8330"
"08.10.2023 01:30 - 08.10.2023 01:45","7926","8181"
"08.10.2023 01:45 - 08.10.2023 02:00","7882","8155"
"08.10.2023 02:00 - 08.10.2023 02:15","7832","8130"
"08.10.2023 02:15 - 08.10.2023 02:30","7799","8215"
"08.10.2023 02:30 - 08.10.2023 02:45","7779","8143"
"08.10.2023 02:45 - 08.10.2023 03:00","7766","8072"
"08.10.2023 03:00 - 08.10.2023 03:15","7763","8121"
"08.10.2023 03:15 - 08.10.2023 03:30","7766","8064"
"08.10.2023 03:30 - 08.10.2023 03:45","7774","8066"
"08.10.2023 03:45 - 08.10.2023 04:00","7794","8108"
"08.10.2023 04:00 - 08.10.2023 04:15","7826","8138"
"08.10.2023 04:15 - 08.10.2023 04:30","7856","8167"
"08.10.2023 04:30 - 08.10.2023 04:45","7883","8130"
"08.10.2023 04:45 - 08.10.2023 05:00","7923","8156"
"08.10.2023 05:00 - 08.10.2023 05:15","7981","8216"
"08.10.2023 05:15 - 08.10.2023 05:30","8017","8251"
"08.10.2023 05:30 - 08.10.2023 05:45","8041","8287"
"08.10.2023 05:45 - 08.10.2023 06:00","8053","8289"
"08.10.2023 06:00 - 08.10.2023 06:15","8045","8206"
"08.10.2023 06:15 - 08.10.2023 06:30","8053","8375"
"08.10.2023 06:30 - 08.10.2023 06:45","8071","8259"
"08.10.2023 06:45 - 08.10.2023 07:00","8085","8243"
"08.10.2023 07:00 - 08.10.2023 07:15","8096","8142"
"08.10.2023 07:15 - 08.10.2023 07:30","8120","8213"
"08.10.2023 07:30 - 08.10.2023 07:45","8152","8225"
"08.10.2023 07:45 - 08.10.2023 08:00","8191","8364"
"08.10.2023 08:00 - 08.10.2023 08:15","8239","8384"
"08.10.2023 08:15 - 08.10.2023 08:30","8289","8537"
"08.10.2023 08:30 - 08.10.2023 08:45","8336","8608"
"08.10.2023 08:45 - 08.10.2023 09:00","8404","8670"
"08.10.2023 09:00 - 08.10.2023 09:15","8508","8767"
"08.10.2023 09:15 - 08.10.2023 09:30","8564","8817"
"08.10.2023 09:30 - 08.10.2023 09:45","8591","8901"
"08.10.2023 09:45 - 08.10.2023 10:00","8593","8858"
"08.10.2023 10:00 - 08.10.2023 10:15","8552","8954"
"08.10.2023 10:15 - 08.10.2023 10:30","8538","8911"
"08.10.2023 10:30 - 08.10.2023 10:45","8538","8922"
"08.10.2023 10:45 - 08.10.2023 11:00","8537","8892"
"08.10.2023 11:00 - 08.10.2023 11:15","8542","8814"
"08.10.2023 11:15 - 08.10.2023 11:30","8538","8879"
"08.10.2023 11:30 - 08.10.2023 11:45","8530","8855"
"08.10.2023 11:45 - 08.10.2023 12:00","8518","8829"
"08.10.2023 12:00 - 08.10.2023 12:15","8498","8788"
"08.10.2023 12:15 - 08.10.2023 12:30","8483","8665"
"08.10.2023 12:30 - 08.10.2023 12:45","8471","8727"
"08.10.2023 12:45 - 08.10.2023 13:00","8458","8625"
"08.10.2023 13:00 - 08.10.2023 13:15","8443","8668"
"08.10.2023 13:15 - 08.10.2023 13:30","8432","8567"
"08.10.2023 13:30 - 08.10.2023 13:45","8423","8487"
"08.10.2023 13:45 - 08.10.2023 14:00","8412","8580"
"08.10.2023 14:00 - 08.10.2023 14:15","8396","8539"
"08.10.2023 14:15 - 08.10.2023 14:30","8392","8570"
"08.10.2023 14:30 - 08.10.2023 14:45","8395","8525"
"08.10.2023 14:45 - 08.10.2023 15:00","8405","8528"
"08.10.2023 15:00 - 08.10.2023 15:15","8427","8628"
"08.10.2023 15:15 - 08.10.2023 15:30","8444","8541"
"08.10.2023 15:30 - 08.10.2023 15:45","8462","8654"
"08.10.2023 15:45 - 08.10.2023 16:00","8474","8669"
"08.10.2023 16:00 - 08.10.2023 16:15","8470","8727"
"08.10.2023 16:15 - 08.10.2023 16:30","8495","8756"
"08.10.2023 16:30 - 08.10.2023 16:45","8536","8790"
"08.10.2023 16:45 - 08.10.2023 17:00","8601","8833"
"08.10.2023 17:00 - 08.10.2023 17:15","8706","8840"
"08.10.2023 17:15 - 08.10.2023 17:30","8776","8979"
"08.10.2023 17:30 - 08.10.2023 17:45","8824","9066"
"08.10.2023 17:45 - 08.10.2023 18:00","8878","9243"
"08.10.2023 18:00 - 08.10.2023 18:15","8940","9280"
"08.10.2023 18:15 - 08.10.2023 18:30","8971","9408"
"08.10.2023 18:30 - 08.10.2023 18:45","8979","9418"
"08.10.2023 18:45 - 08.10.2023 19:00","8973","9392"
"08.10.2023 19:00 - 08.10.2023 19:15","8949","9277"
"08.10.2023 19:15 - 08.10.2023 19:30","8912","9188"
"08.10.2023 19:30 - 08.10.2023 19:45","8872","9239"
"08.10.2023 19:45 - 08.10.2023 20:00","8788","9136"
"08.10.2023 20:00 - 08.10.2023 20:15","8629","9051"
"08.10.2023 20:15 - 08.10.2023 20:30","8556","8952"
"08.10.2023 20:30 - 08.10.2023 20:45","8529","8748"
"08.10.2023 20:45 - 08.10.2023 21:00","8549","8699"
"08.10.2023 21:00 - 08.10.2023 21:15","8655","8862"
"08.10.2023 21:15 - 08.10.2023 21:30","8687","9008"
"08.10.2023 21:30 - 08.10.2023 21:45","8675","9056"
"08.10.2023 21:45 - 08.10.2023 22:00","8652","9041"
"08.10.2023 22:00 - 08.10.2023 22:15","8604","9034"
"08.10.2023 22:15 - 08.10.2023 22:30","8560","8890"
"08.10.2023 22:30 - 08.10.2023 22:45","8521","8734"
"08.10.2023 22:45 - 08.10.2023 23:00","8456","8706"
"08.10.2023 23:00 - 08.10.2023 23:15","8352","8720"
"08.10.2023 23:15 - 08.10.2023 23:30","8296","8680"
"08.10.2023 23:30 - 08.10.2023 23:45","8271","8619"
"08.10.2023 23:45 - 09.10.2023 00:00","8256","8508"
"09.10.2023 00:00 - 09.10.2023 00:15","8228","8528"
"09.10.2023 00:15 - 09.10.2023 00:30","8224","8475"
"09.10.2023 00:30 - 09.10.2023 00:45","8218","8499"
"09.10.2023 00:45 - 09.10.2023 01:00","8204","8393"
"09.10.2023 01:00 - 09.10.2023 01:15","8177","8473"
"09.10.2023 01:15 - 09.10.2023 01:30","8161","8409"
"09.10.2023 01:30 - 09.10.2023 01:45","8152","8415"
"09.10.2023 01:45 - 09.10.2023 02:00","8141","8381"
"09.10.2023 02:00 - 09.10.2023 02:15","8126","8382"
"09.10.2023 02:15 - 09.10.2023 02:30","8123","8332"
"09.10.2023 02:30 - 09.10.2023 02:45","8131","8292"
"09.10.2023 02:45 - 09.10.2023 03:00","8139","8359"
"09.10.2023 03:00 - 09.10.2023 03:15","8146","8328"
"09.10.2023 03:15 - 09.10.2023 03:30","8171","8372"
"09.10.2023 03:30 - 09.10.2023 03:45","8215","8426"
"09.10.2023 03:45 - 09.10.2023 04:00","8256","8359"
"09.10.2023 04:00 - 09.10.2023 04:15","8283","8520"
"09.10.2023 04:15 - 09.10.2023 04:30","8362","8644"
"09.10.2023 04:30 - 09.10.2023 04:45","8471","8816"
"09.10.2023 04:45 - 09.10.2023 05:00","8634","8915"
"09.10.2023 05:00 - 09.10.2023 05:15","8890","9103"
"09.10.2023 05:15 - 09.10.2023 05:30","9066","9361"
"09.10.2023 05:30 - 09.10.2023 05:45","9193","9511"
"09.10.2023 05:45 - 09.10.2023 06:00","9316","9704"
"09.10.2023 06:00 - 09.10.2023 06:15","9426","9715"
"09.10.2023 06:15 - 09.10.2023 06:30","9516","9776"
"09.10.2023 06:30 - 09.10.2023 06:45","9590","9832"
"09.10.2023 06:45 - 09.10.2023 07:00","9639","9715"
"09.10.2023 07:00 - 09.10.2023 07:15","9658","9660"
"09.10.2023 07:15 - 09.10.2023 07:30","9681","9735"
"09.10.2023 07:30 - 09.10.2023 07:45","9705","9698"
"09.10.2023 07:45 - 09.10.2023 08:00","9713","9788"
"09.10.2023 08:00 - 09.10.2023 08:15","9702","9783"
"09.10.2023 08:15 - 09.10.2023 08:30","9700","9803"
"09.10.2023 08:30 - 09.10.2023 08:45","9699","9773"
"09.10.2023 08:45 - 09.10.2023 09:00","9699","9755"
"09.10.2023 09:00 - 09.10.2023 09:15","9705","9764"
"09.10.2023 09:15 - 09.10.2023 09:30","9696","9792"
"09.10.2023 09:30 - 09.10.2023 09:45","9679","9793"
"09.10.2023 09:45 - 09.10.2023 10:00","9647","9741"
"09.10.2023 10:00 - 09.10.2023 10:15","9593","9666"
"09.10.2023 10:15 - 09.10.2023 10:30","9558","9733"
"09.10.2023 10:30 - 09.10.2023 10:45","9533","9667"
"09.10.2023 10:45 - 09.10.2023 11:00","9515","9661"
"09.10.2023 11:00 - 09.10.2023 11:15","9511","9559"
"09.10.2023 11:15 - 09.10.2023 11:30","9493","9502"
"09.10.2023 11:30 - 09.10.2023 11:45","9467","9580"
"09.10.2023 11:45 - 09.10.2023 12:00","9437","9445"
"09.10.2023 12:00 - 09.10.2023 12:15","9400","9375"
"09.10.2023 12:15 - 09.10.2023 12:30","9367","9326"
"09.10.2023 12:30 - 09.10.2023 12:45","9336","9423"
"09.10.2023 12:45 - 09.10.2023 13:00","9300","9365"
"09.10.2023 13:00 - 09.10.2023 13:15","9258","9358"
"09.10.2023 13:15 - 09.10.2023 13:30","9226","9319"
"09.10.2023 13:30 - 09.10.2023 13:45","9201","9258"
"09.10.2023 13:45 - 09.10.2023 14:00","9179","9217"
"09.10.2023 14:00 - 09.10.2023 14:15","9161","9267"
"09.10.2023 14:15 - 09.10.2023 14:30","9147","9250"
"09.10.2023 14:30 - 09.10.2023 14:45","9138","9168"
"09.10.2023 14:45 - 09.10.2023 15:00","9137","9113"
"09.10.2023 15:00 - 09.10.2023 15:15","9148","9203"
"09.10.2023 15:15 - 09.10.2023 15:30","9152","9174"
"09.10.2023 15:30 - 09.10.2023 15:45","9155","9215"
"09.10.2023 15:45 - 09.10.2023 16:00","9149","9179"
"09.10.2023 16:00 - 09.10.2023 16:15","9125","9234"
"09.10.2023 16:15 - 09.10.2023 16:30","9132","9191"
"09.10.2023 16:30 - 09.10.2023 16:45","9156","9141"
"09.10.2023 16:45 - 09.10.2023 17:00","9199","9092"
"09.10.2023 17:00 - 09.10.2023 17:15","9275","9059"
"09.10.2023 17:15 - 09.10.2023 17:30","9329","9138"
"09.10.2023 17:30 - 09.10.2023 17:45","9369","9233"
"09.10.2023 17:45 - 09.10.2023 18:00","9419","9313"
"09.10.2023 18:00 - 09.10.2023 18:15","9485","9428"
"09.10.2023 18:15 - 09.10.2023 18:30","9521","9456"
"09.10.2023 18:30 - 09.10.2023 18:45","9536","9511"
"09.10.2023 18:45 - 09.10.2023 19:00","9546","9482"
"09.10.2023 19:00 - 09.10.2023 19:15","9553","9415"
"09.10.2023 19:15 - 09.10.2023 19:30","9532","9368"
"09.10.2023 19:30 - 09.10.2023 19:45","9496","9338"
"09.10.2023 19:45 - 09.10.2023 20:00","9412","9250"
"09.10.2023 20:00 - 09.10.2023 20:15","9249","9155"
"09.10.2023 20:15 - 09.10.2023 20:30","9167","9052"
"09.10.2023 20:30 - 09.10.2023 20:45","9126","8880"
"09.10.2023 20:45 - 09.10.2023 21:00","9124","8823"
"09.10.2023 21:00 - 09.10.2023 21:15","9200","8944"
"09.10.2023 21:15 - 09.10.2023 21:30","9202","9116"
"09.10.2023 21:30 - 09.10.2023 21:45","9162","9113"
"09.10.2023 21:45 - 09.10.2023 22:00","9107","9085"
"09.10.2023 22:00 - 09.10.2023 22:15","9018","9139"
"09.10.2023 22:15 - 09.10.2023 22:30","8940","9131"
"09.10.2023 22:30 - 09.10.2023 22:45","8872","9021"
"09.10.2023 22:45 - 09.10.2023 23:00","8773","8881"
"09.10.2023 23:00 - 09.10.2023 23:15","8627","8874"
"09.10.2023 23:15 - 09.10.2023 23:30","8545","8898"
"09.10.2023 23:30 - 09.10.2023 23:45","8507","8856"
"09.10.2023 23:45 - 10.10.2023 00:00","8484","8771"
"10.10.2023 00:00 - 10.10.2023 00:15","8311","8719"
"10.10.2023 00:15 - 10.10.2023 00:30","8305","8707"
"10.10.2023 00:30 - 10.10.2023 00:45","8295","8629"
"10.10.2023 00:45 - 10.10.2023 01:00","8270","8554"
"10.10.2023 01:00 - 10.10.2023 01:15","8219","8537"
"10.10.2023 01:15 - 10.10.2023 01:30","8193","8536"
"10.10.2023 01:30 - 10.10.2023 01:45","8181","8524"
"10.10.2023 01:45 - 10.10.2023 02:00","8174","8522"
"10.10.2023 02:00 - 10.10.2023 02:15","8177","8483"
"10.10.2023 02:15 - 10.10.2023 02:30","8179","8470"
"10.10.2023 02:30 - 10.10.2023 02:45","8184","8501"
"10.10.2023 02:45 - 10.10.2023 03:00","8185","8487"
"10.10.2023 03:00 - 10.10.2023 03:15","8172","8528"
"10.10.2023 03:15 - 10.10.2023 03:30","8190","8518"
"10.10.2023 03:30 - 10.10.2023 03:45","8234","8524"
"10.10.2023 03:45 - 10.10.2023 04:00","8282","8561"
"10.10.2023 04:00 - 10.10.2023 04:15","8329","8647"
"10.10.2023 04:15 - 10.10.2023 04:30","8415","8726"
"10.10.2023 04:30 - 10.10.2023 04:45","8522","8838"
"10.10.2023 04:45 - 10.10.2023 05:00","8685","8943"
"10.10.2023 05:00 - 10.10.2023 05:15","8940","9217"
"10.10.2023 05:15 - 10.10.2023 05:30","9106","9411"
"10.10.2023 05:30 - 10.10.2023 05:45","9219","9507"
"10.10.2023 05:45 - 10.10.2023 06:00","9321","9613"
"10.10.2023 06:00 - 10.10.2023 06:15","9395","9698"
"10.10.2023 06:15 - 10.10.2023 06:30","9459","9804"
"10.10.2023 06:30 - 10.10.2023 06:45","9512","9786"
"10.10.2023 06:45 - 10.10.2023 07:00","9538","9736"
"10.10.2023 07:00 - 10.10.2023 07:15","9530","9647"
"10.10.2023 07:15 - 10.10.2023 07:30","9534","9645"
"10.10.2023 07:30 - 10.10.2023 07:45","9543","9609"
"10.10.2023 07:45 - 10.10.2023 08:00","9539","9675"
"10.10.2023 08:00 - 10.10.2023 08:15","9517","9626"
"10.10.2023 08:15 - 10.10.2023 08:30","9509","9665"
"10.10.2023 08:30 - 10.10.2023 08:45","9508","9713"
"10.10.2023 08:45 - 10.10.2023 09:00","9512","9661"
"10.10.2023 09:00 - 10.10.2023 09:15","9526","9648"
"10.10.2023 09:15 - 10.10.2023 09:30","9529","9657"
"10.10.2023 09:30 - 10.10.2023 09:45","9526","9690"
"10.10.2023 09:45 - 10.10.2023 10:00","9521","9658"
"10.10.2023 10:00 - 10.10.2023 10:15","9510","9620"
"10.10.2023 10:15 - 10.10.2023 10:30","9501","9646"
"10.10.2023 10:30 - 10.10.2023 10:45","9491","9668"
"10.10.2023 10:45 - 10.10.2023 11:00","9481","9638"
"10.10.2023 11:00 - 10.10.2023 11:15","9471","9580"
"10.10.2023 11:15 - 10.10.2023 11:30","9458","9590"
"10.10.2023 11:30 - 10.10.2023 11:45","9442","9516"
"10.10.2023 11:45 - 10.10.2023 12:00","9422","9501"
"10.10.2023 12:00 - 10.10.2023 12:15","9397","9457"
"10.10.2023 12:15 - 10.10.2023 12:30","9376","9358"
"10.10.2023 12:30 - 10.10.2023 12:45","9356","9311"
"10.10.2023 12:45 - 10.10.2023 13:00","9335","9321"
"10.10.2023 13:00 - 10.10.2023 13:15","9311","9308"
