"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Austria (AT)","Actual Total Load [MW] - Austria (AT)"
"10.12.2023 06:45 - 10.12.2023 07:00","6296","6162"
"10.12.2023 07:00 - 10.12.2023 07:15","6424","6310"
"10.12.2023 07:15 - 10.12.2023 07:30","6524","6436"
"10.12.2023 07:30 - 10.12.2023 07:45","6616","6504"
"10.12.2023 07:45 - 10.12.2023 08:00","6724","6602"
"10.12.2023 08:00 - 10.12.2023 08:15","6752","6695"
"10.12.2023 08:15 - 10.12.2023 08:30","6848","6810"
"10.12.2023 08:30 - 10.12.2023 08:45","6972","6933"
"10.12.2023 08:45 - 10.12.2023 09:00","7080","7031"
"10.12.2023 09:00 - 10.12.2023 09:15","7160","7177"
"10.12.2023 09:15 - 10.12.2023 09:30","7236","7286"
"10.12.2023 09:30 - 10.12.2023 09:45","7308","7348"
"10.12.2023 09:45 - 10.12.2023 10:00","7380","7422"
"10.12.2023 10:00 - 10.12.2023 10:15","7460","7450"
"10.12.2023 10:15 - 10.12.2023 10:30","7520","7512"
"10.12.2023 10:30 - 10.12.2023 10:45","7560","7562"
"10.12.2023 10:45 - 10.12.2023 11:00","7624","7611"
"10.12.2023 11:00 - 10.12.2023 11:15","7656","7651"
"10.12.2023 11:15 - 10.12.2023 11:30","7700","7738"
"10.12.2023 11:30 - 10.12.2023 11:45","7672","7727"
"10.12.2023 11:45 - 10.12.2023 12:00","7644","7655"
"10.12.2023 12:00 - 10.12.2023 12:15","7640","7559"
"10.12.2023 12:15 - 10.12.2023 12:30","7544","7452"
"10.12.2023 12:30 - 10.12.2023 12:45","7452","7325"
"10.12.2023 12:45 - 10.12.2023 13:00","7348","7241"
"10.12.2023 13:00 - 10.12.2023 13:15","7300","7252"
"10.12.2023 13:15 - 10.12.2023 13:30","7272","7171"
"10.12.2023 13:30 - 10.12.2023 13:45","7208","7089"
"10.12.2023 13:45 - 10.12.2023 14:00","7156","7062"
"10.12.2023 14:00 - 10.12.2023 14:15","7104","7039"
"10.12.2023 14:15 - 10.12.2023 14:30","7080","6972"
"10.12.2023 14:30 - 10.12.2023 14:45","7052","6956"
"10.12.2023 14:45 - 10.12.2023 15:00","7044","6950"
"10.12.2023 15:00 - 10.12.2023 15:15","7052","7004"
"10.12.2023 15:15 - 10.12.2023 15:30","7056","7097"
"10.12.2023 15:30 - 10.12.2023 15:45","7088","7160"
"10.12.2023 15:45 - 10.12.2023 16:00","7140","7224"
"10.12.2023 16:00 - 10.12.2023 16:15","7212","7288"
"10.12.2023 16:15 - 10.12.2023 16:30","7304","7382"
"10.12.2023 16:30 - 10.12.2023 16:45","7408","7497"
"10.12.2023 16:45 - 10.12.2023 17:00","7500","7577"
"10.12.2023 17:00 - 10.12.2023 17:15","7588","7648"
"10.12.2023 17:15 - 10.12.2023 17:30","7652","7680"
"10.12.2023 17:30 - 10.12.2023 17:45","7692","7663"
"10.12.2023 17:45 - 10.12.2023 18:00","7720","7687"
"10.12.2023 18:00 - 10.12.2023 18:15","7748","7708"
"10.12.2023 18:15 - 10.12.2023 18:30","7716","7694"
"10.12.2023 18:30 - 10.12.2023 18:45","7680","7660"
"10.12.2023 18:45 - 10.12.2023 19:00","7640","7632"
"10.12.2023 19:00 - 10.12.2023 19:15","7600","7593"
"10.12.2023 19:15 - 10.12.2023 19:30","7540","7548"
"10.12.2023 19:30 - 10.12.2023 19:45","7468","7500"
"10.12.2023 19:45 - 10.12.2023 20:00","7404","7420"
"10.12.2023 20:00 - 10.12.2023 20:15","7336","7364"
"10.12.2023 20:15 - 10.12.2023 20:30","7236","7245"
"10.12.2023 20:30 - 10.12.2023 20:45","7140","7156"
"10.12.2023 20:45 - 10.12.2023 21:00","7048","7047"
"10.12.2023 21:00 - 10.12.2023 21:15","6952","6963"
"10.12.2023 21:15 - 10.12.2023 21:30","6864","6880"
"10.12.2023 21:30 - 10.12.2023 21:45","6792","6806"
"10.12.2023 21:45 - 10.12.2023 22:00","6748","6771"
"10.12.2023 22:00 - 10.12.2023 22:15","6976","6973"
"10.12.2023 22:15 - 10.12.2023 22:30","6928","6980"
"10.12.2023 22:30 - 10.12.2023 22:45","6816","6821"
"10.12.2023 22:45 - 10.12.2023 23:00","6716","6720"
"10.12.2023 23:00 - 10.12.2023 23:15","6740","6672"
"10.12.2023 23:15 - 10.12.2023 23:30","6616","6551"
"10.12.2023 23:30 - 10.12.2023 23:45","6516","6430"
"10.12.2023 23:45 - 11.12.2023 00:00","6440","6399"
"11.12.2023 00:00 - 11.12.2023 00:15","6680","6436"
"11.12.2023 00:15 - 11.12.2023 00:30","6596","6330"
"11.12.2023 00:30 - 11.12.2023 00:45","6508","6208"
"11.12.2023 00:45 - 11.12.2023 01:00","6420","6137"
"11.12.2023 01:00 - 11.12.2023 01:15","6396","6158"
"11.12.2023 01:15 - 11.12.2023 01:30","6324","6086"
"11.12.2023 01:30 - 11.12.2023 01:45","6272","5980"
"11.12.2023 01:45 - 11.12.2023 02:00","6216","5989"
"11.12.2023 02:00 - 11.12.2023 02:15","6288","6042"
"11.12.2023 02:15 - 11.12.2023 02:30","6240","5977"
"11.12.2023 02:30 - 11.12.2023 02:45","6200","5946"
"11.12.2023 02:45 - 11.12.2023 03:00","6164","5900"
"11.12.2023 03:00 - 11.12.2023 03:15","6164","5904"
"11.12.2023 03:15 - 11.12.2023 03:30","6168","5879"
"11.12.2023 03:30 - 11.12.2023 03:45","6180","5886"
"11.12.2023 03:45 - 11.12.2023 04:00","6208","5916"
"11.12.2023 04:00 - 11.12.2023 04:15","6276","6027"
"11.12.2023 04:15 - 11.12.2023 04:30","6344","6093"
"11.12.2023 04:30 - 11.12.2023 04:45","6440","6193"
"11.12.2023 04:45 - 11.12.2023 05:00","6556","6313"
"11.12.2023 05:00 - 11.12.2023 05:15","6744","6563"
"11.12.2023 05:15 - 11.12.2023 05:30","6948","6781"
"11.12.2023 05:30 - 11.12.2023 05:45","7188","7048"
"11.12.2023 05:45 - 11.12.2023 06:00","7452","7304"
"11.12.2023 06:00 - 11.12.2023 06:15","7764","7671"
"11.12.2023 06:15 - 11.12.2023 06:30","8084","8067"
"11.12.2023 06:30 - 11.12.2023 06:45","8360","8315"
"11.12.2023 06:45 - 11.12.2023 07:00","8600","8567"
"11.12.2023 07:00 - 11.12.2023 07:15","8860","8957"
"11.12.2023 07:15 - 11.12.2023 07:30","9036","9130"
"11.12.2023 07:30 - 11.12.2023 07:45","9176","9317"
"11.12.2023 07:45 - 11.12.2023 08:00","9304","9414"
"11.12.2023 08:00 - 11.12.2023 08:15","9428","9502"
"11.12.2023 08:15 - 11.12.2023 08:30","9488","9571"
"11.12.2023 08:30 - 11.12.2023 08:45","9528","9624"
"11.12.2023 08:45 - 11.12.2023 09:00","9544","9614"
"11.12.2023 09:00 - 11.12.2023 09:15","9516","9598"
"11.12.2023 09:15 - 11.12.2023 09:30","9532","9538"
"11.12.2023 09:30 - 11.12.2023 09:45","9560","9522"
"11.12.2023 09:45 - 11.12.2023 10:00","9540","9435"
"11.12.2023 10:00 - 11.12.2023 10:15","9548","9406"
"11.12.2023 10:15 - 11.12.2023 10:30","9548","9393"
"11.12.2023 10:30 - 11.12.2023 10:45","9544","9420"
"11.12.2023 10:45 - 11.12.2023 11:00","9544","9450"
"11.12.2023 11:00 - 11.12.2023 11:15","9508","9475"
"11.12.2023 11:15 - 11.12.2023 11:30","9512","9455"
"11.12.2023 11:30 - 11.12.2023 11:45","9488","9525"
"11.12.2023 11:45 - 11.12.2023 12:00","9428","9578"
"11.12.2023 12:00 - 11.12.2023 12:15","9384","9567"
"11.12.2023 12:15 - 11.12.2023 12:30","9284","9478"
"11.12.2023 12:30 - 11.12.2023 12:45","9252","9451"
"11.12.2023 12:45 - 11.12.2023 13:00","9212","9467"
"11.12.2023 13:00 - 11.12.2023 13:15","9232","9615"
"11.12.2023 13:15 - 11.12.2023 13:30","9204","9642"
"11.12.2023 13:30 - 11.12.2023 13:45","9160","9630"
"11.12.2023 13:45 - 11.12.2023 14:00","9116","9564"
"11.12.2023 14:00 - 11.12.2023 14:15","9088","9524"
"11.12.2023 14:15 - 11.12.2023 14:30","9084","9512"
"11.12.2023 14:30 - 11.12.2023 14:45","9056","9502"
"11.12.2023 14:45 - 11.12.2023 15:00","9048","9473"
"11.12.2023 15:00 - 11.12.2023 15:15","9068","9484"
"11.12.2023 15:15 - 11.12.2023 15:30","9080","9512"
"11.12.2023 15:30 - 11.12.2023 15:45","9092","9478"
"11.12.2023 15:45 - 11.12.2023 16:00","9124","9501"
"11.12.2023 16:00 - 11.12.2023 16:15","9160","9508"
"11.12.2023 16:15 - 11.12.2023 16:30","9216","9564"
"11.12.2023 16:30 - 11.12.2023 16:45","9256","9542"
"11.12.2023 16:45 - 11.12.2023 17:00","9300","9575"
"11.12.2023 17:00 - 11.12.2023 17:15","9320","9553"
"11.12.2023 17:15 - 11.12.2023 17:30","9348","9563"
"11.12.2023 17:30 - 11.12.2023 17:45","9340","9522"
"11.12.2023 17:45 - 11.12.2023 18:00","9328","9449"
"11.12.2023 18:00 - 11.12.2023 18:15","9280","9367"
"11.12.2023 18:15 - 11.12.2023 18:30","9224","9318"
"11.12.2023 18:30 - 11.12.2023 18:45","9160","9228"
"11.12.2023 18:45 - 11.12.2023 19:00","9096","9170"
"11.12.2023 19:00 - 11.12.2023 19:15","8996","9061"
"11.12.2023 19:15 - 11.12.2023 19:30","8884","8910"
"11.12.2023 19:30 - 11.12.2023 19:45","8760","8816"
"11.12.2023 19:45 - 11.12.2023 20:00","8628","8673"
"11.12.2023 20:00 - 11.12.2023 20:15","8496","8532"
"11.12.2023 20:15 - 11.12.2023 20:30","8348","8340"
"11.12.2023 20:30 - 11.12.2023 20:45","8204","8147"
"11.12.2023 20:45 - 11.12.2023 21:00","8064","8032"
"11.12.2023 21:00 - 11.12.2023 21:15","7908","7869"
"11.12.2023 21:15 - 11.12.2023 21:30","7776","7753"
"11.12.2023 21:30 - 11.12.2023 21:45","7636","7594"
"11.12.2023 21:45 - 11.12.2023 22:00","7508","7442"
"11.12.2023 22:00 - 11.12.2023 22:15","7632","7568"
"11.12.2023 22:15 - 11.12.2023 22:30","7536","7491"
"11.12.2023 22:30 - 11.12.2023 22:45","7384","7279"
"11.12.2023 22:45 - 11.12.2023 23:00","7260","7146"
"11.12.2023 23:00 - 11.12.2023 23:15","7232","7064"
"11.12.2023 23:15 - 11.12.2023 23:30","7096","6876"
"11.12.2023 23:30 - 11.12.2023 23:45","6972","6772"
"11.12.2023 23:45 - 12.12.2023 00:00","6868","6690"
"12.12.2023 00:00 - 12.12.2023 00:15","6680","6706"
"12.12.2023 00:15 - 12.12.2023 00:30","6592","6598"
"12.12.2023 00:30 - 12.12.2023 00:45","6500","6464"
"12.12.2023 00:45 - 12.12.2023 01:00","6416","6338"
"12.12.2023 01:00 - 12.12.2023 01:15","6412","6353"
"12.12.2023 01:15 - 12.12.2023 01:30","6348","6275"
"12.12.2023 01:30 - 12.12.2023 01:45","6288","6178"
"12.12.2023 01:45 - 12.12.2023 02:00","6240","6152"
"12.12.2023 02:00 - 12.12.2023 02:15","6280","6144"
"12.12.2023 02:15 - 12.12.2023 02:30","6240","6124"
"12.12.2023 02:30 - 12.12.2023 02:45","6196","6153"
"12.12.2023 02:45 - 12.12.2023 03:00","6164","6082"
"12.12.2023 03:00 - 12.12.2023 03:15","6188","6109"
"12.12.2023 03:15 - 12.12.2023 03:30","6184","6120"
"12.12.2023 03:30 - 12.12.2023 03:45","6180","6095"
"12.12.2023 03:45 - 12.12.2023 04:00","6204","6053"
"12.12.2023 04:00 - 12.12.2023 04:15","6268","6150"
"12.12.2023 04:15 - 12.12.2023 04:30","6328","6172"
"12.12.2023 04:30 - 12.12.2023 04:45","6416","6261"
"12.12.2023 04:45 - 12.12.2023 05:00","6540","6388"
"12.12.2023 05:00 - 12.12.2023 05:15","6652","6651"
"12.12.2023 05:15 - 12.12.2023 05:30","6848","6830"
"12.12.2023 05:30 - 12.12.2023 05:45","7080","7068"
"12.12.2023 05:45 - 12.12.2023 06:00","7344","7339"
"12.12.2023 06:00 - 12.12.2023 06:15","7704","7723"
"12.12.2023 06:15 - 12.12.2023 06:30","8020","8106"
"12.12.2023 06:30 - 12.12.2023 06:45","8248","8367"
"12.12.2023 06:45 - 12.12.2023 07:00","8484","8591"
"12.12.2023 07:00 - 12.12.2023 07:15","8736","8884"
"12.12.2023 07:15 - 12.12.2023 07:30","8920","9089"
"12.12.2023 07:30 - 12.12.2023 07:45","9056","9176"
"12.12.2023 07:45 - 12.12.2023 08:00","9180","9302"
"12.12.2023 08:00 - 12.12.2023 08:15","9312","9429"
"12.12.2023 08:15 - 12.12.2023 08:30","9396","9450"
"12.12.2023 08:30 - 12.12.2023 08:45","9440","9494"
"12.12.2023 08:45 - 12.12.2023 09:00","9472","9495"
"12.12.2023 09:00 - 12.12.2023 09:15","9444","9426"
"12.12.2023 09:15 - 12.12.2023 09:30","9468","9426"
"12.12.2023 09:30 - 12.12.2023 09:45","9516","9374"
"12.12.2023 09:45 - 12.12.2023 10:00","9508","9303"
"12.12.2023 10:00 - 12.12.2023 10:15","9520","9268"
"12.12.2023 10:15 - 12.12.2023 10:30","9532","9276"
"12.12.2023 10:30 - 12.12.2023 10:45","9548","9260"
"12.12.2023 10:45 - 12.12.2023 11:00","9560","9239"
"12.12.2023 11:00 - 12.12.2023 11:15","9528","9195"
"12.12.2023 11:15 - 12.12.2023 11:30","9532","9206"
"12.12.2023 11:30 - 12.12.2023 11:45","9500","9179"
"12.12.2023 11:45 - 12.12.2023 12:00","9440","9086"
"12.12.2023 12:00 - 12.12.2023 12:15","9384","9106"
"12.12.2023 12:15 - 12.12.2023 12:30","9280","9010"
"12.12.2023 12:30 - 12.12.2023 12:45","9232","8948"
"12.12.2023 12:45 - 12.12.2023 13:00","9188","8958"
"12.12.2023 13:00 - 12.12.2023 13:15","9216","9086"
"12.12.2023 13:15 - 12.12.2023 13:30","9188","9136"
"12.12.2023 13:30 - 12.12.2023 13:45","9136","9127"
"12.12.2023 13:45 - 12.12.2023 14:00","9072","9084"
"12.12.2023 14:00 - 12.12.2023 14:15","9052","9124"
"12.12.2023 14:15 - 12.12.2023 14:30","9044","9143"
"12.12.2023 14:30 - 12.12.2023 14:45","9024","9166"
"12.12.2023 14:45 - 12.12.2023 15:00","9004","9162"
"12.12.2023 15:00 - 12.12.2023 15:15","9020","9223"
"12.12.2023 15:15 - 12.12.2023 15:30","9024","9262"
"12.12.2023 15:30 - 12.12.2023 15:45","9036","9305"
"12.12.2023 15:45 - 12.12.2023 16:00","9060","9298"
"12.12.2023 16:00 - 12.12.2023 16:15","9092","9373"
"12.12.2023 16:15 - 12.12.2023 16:30","9128","9428"
"12.12.2023 16:30 - 12.12.2023 16:45","9180","9419"
"12.12.2023 16:45 - 12.12.2023 17:00","9224","9448"
"12.12.2023 17:00 - 12.12.2023 17:15","9256","9417"
"12.12.2023 17:15 - 12.12.2023 17:30","9284","9420"
"12.12.2023 17:30 - 12.12.2023 17:45","9304","9402"
"12.12.2023 17:45 - 12.12.2023 18:00","9304","9364"
"12.12.2023 18:00 - 12.12.2023 18:15","9236","9244"
"12.12.2023 18:15 - 12.12.2023 18:30","9192","9177"
"12.12.2023 18:30 - 12.12.2023 18:45","9136","9138"
"12.12.2023 18:45 - 12.12.2023 19:00","9068","9003"
"12.12.2023 19:00 - 12.12.2023 19:15","8956","8888"
"12.12.2023 19:15 - 12.12.2023 19:30","8844","8796"
"12.12.2023 19:30 - 12.12.2023 19:45","8728","8612"
"12.12.2023 19:45 - 12.12.2023 20:00","8600","8508"
"12.12.2023 20:00 - 12.12.2023 20:15","8464","8419"
"12.12.2023 20:15 - 12.12.2023 20:30","8324","8275"
"12.12.2023 20:30 - 12.12.2023 20:45","8180","8103"
"12.12.2023 20:45 - 12.12.2023 21:00","8032","7942"
"12.12.2023 21:00 - 12.12.2023 21:15","7872","7818"
"12.12.2023 21:15 - 12.12.2023 21:30","7728","7641"
"12.12.2023 21:30 - 12.12.2023 21:45","7580","7511"
"12.12.2023 21:45 - 12.12.2023 22:00","7468","7394"
"12.12.2023 22:00 - 12.12.2023 22:15","7584","7499"
"12.12.2023 22:15 - 12.12.2023 22:30","7496","7427"
"12.12.2023 22:30 - 12.12.2023 22:45","7340","7262"
"12.12.2023 22:45 - 12.12.2023 23:00","7208","7089"
"12.12.2023 23:00 - 12.12.2023 23:15","7192","7050"
"12.12.2023 23:15 - 12.12.2023 23:30","7044","6857"
"12.12.2023 23:30 - 12.12.2023 23:45","6920","6768"
"12.12.2023 23:45 - 13.12.2023 00:00","6824","6666"
"13.12.2023 00:00 - 13.12.2023 00:15","6620","6656"
"13.12.2023 00:15 - 13.12.2023 00:30","6504","6552"
"13.12.2023 00:30 - 13.12.2023 00:45","6404","6502"
"13.12.2023 00:45 - 13.12.2023 01:00","6300","6378"
"13.12.2023 01:00 - 13.12.2023 01:15","6248","6336"
"13.12.2023 01:15 - 13.12.2023 01:30","6176","6274"
"13.12.2023 01:30 - 13.12.2023 01:45","6116","6184"
"13.12.2023 01:45 - 13.12.2023 02:00","6056","6144"
"13.12.2023 02:00 - 13.12.2023 02:15","6100","6214"
"13.12.2023 02:15 - 13.12.2023 02:30","6056","6181"
"13.12.2023 02:30 - 13.12.2023 02:45","6016","6096"
"13.12.2023 02:45 - 13.12.2023 03:00","5980","6085"
"13.12.2023 03:00 - 13.12.2023 03:15","5968","6053"
"13.12.2023 03:15 - 13.12.2023 03:30","5956","6015"
"13.12.2023 03:30 - 13.12.2023 03:45","5964","6032"
"13.12.2023 03:45 - 13.12.2023 04:00","5984","6060"
"13.12.2023 04:00 - 13.12.2023 04:15","6032","6116"
"13.12.2023 04:15 - 13.12.2023 04:30","6096","6172"
"13.12.2023 04:30 - 13.12.2023 04:45","6188","6250"
"13.12.2023 04:45 - 13.12.2023 05:00","6304","6330"
"13.12.2023 05:00 - 13.12.2023 05:15","6516","6550"
"13.12.2023 05:15 - 13.12.2023 05:30","6712","6755"
"13.12.2023 05:30 - 13.12.2023 05:45","6936","6913"
"13.12.2023 05:45 - 13.12.2023 06:00","7184","7140"
"13.12.2023 06:00 - 13.12.2023 06:15","7512","7537"
"13.12.2023 06:15 - 13.12.2023 06:30","7808","7855"
"13.12.2023 06:30 - 13.12.2023 06:45","8056","8142"
"13.12.2023 06:45 - 13.12.2023 07:00","8308","8386"
"13.12.2023 07:00 - 13.12.2023 07:15","8576","8639"
"13.12.2023 07:15 - 13.12.2023 07:30","8760","8827"
"13.12.2023 07:30 - 13.12.2023 07:45","8872","8978"
"13.12.2023 07:45 - 13.12.2023 08:00","8968","9083"
"13.12.2023 08:00 - 13.12.2023 08:15","9084","9250"
"13.12.2023 08:15 - 13.12.2023 08:30","9132","9348"
"13.12.2023 08:30 - 13.12.2023 08:45","9184","9388"
"13.12.2023 08:45 - 13.12.2023 09:00","9200","9470"
"13.12.2023 09:00 - 13.12.2023 09:15","9168","9452"
"13.12.2023 09:15 - 13.12.2023 09:30","9188","9465"
"13.12.2023 09:30 - 13.12.2023 09:45","9220","9485"
"13.12.2023 09:45 - 13.12.2023 10:00","9224","9475"
"13.12.2023 10:00 - 13.12.2023 10:15","9224","9497"
"13.12.2023 10:15 - 13.12.2023 10:30","9232","9537"
"13.12.2023 10:30 - 13.12.2023 10:45","9244","9492"
"13.12.2023 10:45 - 13.12.2023 11:00","9248","9505"
"13.12.2023 11:00 - 13.12.2023 11:15","9220","9491"
"13.12.2023 11:15 - 13.12.2023 11:30","9240","9554"
"13.12.2023 11:30 - 13.12.2023 11:45","9212","9591"
"13.12.2023 11:45 - 13.12.2023 12:00","9160","9555"
"13.12.2023 12:00 - 13.12.2023 12:15","9124","9507"
"13.12.2023 12:15 - 13.12.2023 12:30","9044","9461"
"13.12.2023 12:30 - 13.12.2023 12:45","9000","9427"
"13.12.2023 12:45 - 13.12.2023 13:00","8980","9438"
"13.12.2023 13:00 - 13.12.2023 13:15","9016","9528"
"13.12.2023 13:15 - 13.12.2023 13:30","9020","9532"
"13.12.2023 13:30 - 13.12.2023 13:45","8984","9478"
"13.12.2023 13:45 - 13.12.2023 14:00","8928","9403"
"13.12.2023 14:00 - 13.12.2023 14:15","8924","9377"
"13.12.2023 14:15 - 13.12.2023 14:30","8912","9399"
"13.12.2023 14:30 - 13.12.2023 14:45","8892","9403"
"13.12.2023 14:45 - 13.12.2023 15:00","8880","9359"
"13.12.2023 15:00 - 13.12.2023 15:15","8900","9348"
"13.12.2023 15:15 - 13.12.2023 15:30","8908","9358"
"13.12.2023 15:30 - 13.12.2023 15:45","8912","9344"
"13.12.2023 15:45 - 13.12.2023 16:00","8952","9380"
"13.12.2023 16:00 - 13.12.2023 16:15","9000","9405"
"13.12.2023 16:15 - 13.12.2023 16:30","9056","9376"
"13.12.2023 16:30 - 13.12.2023 16:45","9104","9418"
"13.12.2023 16:45 - 13.12.2023 17:00","9152","9429"
"13.12.2023 17:00 - 13.12.2023 17:15","9172","9352"
"13.12.2023 17:15 - 13.12.2023 17:30","9204","9383"
"13.12.2023 17:30 - 13.12.2023 17:45","9220","9393"
"13.12.2023 17:45 - 13.12.2023 18:00","9216","9344"
"13.12.2023 18:00 - 13.12.2023 18:15","9172","9225"
"13.12.2023 18:15 - 13.12.2023 18:30","9128","9154"
"13.12.2023 18:30 - 13.12.2023 18:45","9084","9109"
"13.12.2023 18:45 - 13.12.2023 19:00","9020","9074"
"13.12.2023 19:00 - 13.12.2023 19:15","8924","8865"
"13.12.2023 19:15 - 13.12.2023 19:30","8812","8784"
"13.12.2023 19:30 - 13.12.2023 19:45","8688","8684"
"13.12.2023 19:45 - 13.12.2023 20:00","8556","8546"
"13.12.2023 20:00 - 13.12.2023 20:15","8420","8404"
"13.12.2023 20:15 - 13.12.2023 20:30","8276","8281"
"13.12.2023 20:30 - 13.12.2023 20:45","8148","8106"
"13.12.2023 20:45 - 13.12.2023 21:00","7996","7966"
"13.12.2023 21:00 - 13.12.2023 21:15","7832","7848"
"13.12.2023 21:15 - 13.12.2023 21:30","7696","7678"
"13.12.2023 21:30 - 13.12.2023 21:45","7560","7512"
"13.12.2023 21:45 - 13.12.2023 22:00","7448","7376"
"13.12.2023 22:00 - 13.12.2023 22:15","7588","7545"
"13.12.2023 22:15 - 13.12.2023 22:30","7508","7438"
"13.12.2023 22:30 - 13.12.2023 22:45","7368","7256"
"13.12.2023 22:45 - 13.12.2023 23:00","7240","7126"
"13.12.2023 23:00 - 13.12.2023 23:15","7212","7006"
"13.12.2023 23:15 - 13.12.2023 23:30","7068","6882"
"13.12.2023 23:30 - 13.12.2023 23:45","6952","6736"
"13.12.2023 23:45 - 14.12.2023 00:00","6856","6638"
"14.12.2023 00:00 - 14.12.2023 00:15","6636","6669"
"14.12.2023 00:15 - 14.12.2023 00:30","6544","6563"
"14.12.2023 00:30 - 14.12.2023 00:45","6448","6439"
"14.12.2023 00:45 - 14.12.2023 01:00","6356","6320"
"14.12.2023 01:00 - 14.12.2023 01:15","6324","6290"
"14.12.2023 01:15 - 14.12.2023 01:30","6252","6225"
"14.12.2023 01:30 - 14.12.2023 01:45","6188","6132"
"14.12.2023 01:45 - 14.12.2023 02:00","6132","6063"
"14.12.2023 02:00 - 14.12.2023 02:15","6196","6068"
"14.12.2023 02:15 - 14.12.2023 02:30","6148","6064"
"14.12.2023 02:30 - 14.12.2023 02:45","6104","6010"
"14.12.2023 02:45 - 14.12.2023 03:00","6072","5994"
"14.12.2023 03:00 - 14.12.2023 03:15","6076","6026"
"14.12.2023 03:15 - 14.12.2023 03:30","6064","6017"
"14.12.2023 03:30 - 14.12.2023 03:45","6064","5995"
"14.12.2023 03:45 - 14.12.2023 04:00","6080","6026"
"14.12.2023 04:00 - 14.12.2023 04:15","6136","6060"
"14.12.2023 04:15 - 14.12.2023 04:30","6188","6084"
"14.12.2023 04:30 - 14.12.2023 04:45","6268","6189"
"14.12.2023 04:45 - 14.12.2023 05:00","6384","6351"
"14.12.2023 05:00 - 14.12.2023 05:15","6604","6596"
"14.12.2023 05:15 - 14.12.2023 05:30","6780","6841"
"14.12.2023 05:30 - 14.12.2023 05:45","7004","7032"
"14.12.2023 05:45 - 14.12.2023 06:00","7264","7293"
"14.12.2023 06:00 - 14.12.2023 06:15","7588","7666"
"14.12.2023 06:15 - 14.12.2023 06:30","7904","7992"
"14.12.2023 06:30 - 14.12.2023 06:45","8156","8218"
"14.12.2023 06:45 - 14.12.2023 07:00","8400","8484"
"14.12.2023 07:00 - 14.12.2023 07:15","8672","8767"
"14.12.2023 07:15 - 14.12.2023 07:30","8852","8959"
"14.12.2023 07:30 - 14.12.2023 07:45","8988","9126"
"14.12.2023 07:45 - 14.12.2023 08:00","9092","9255"
"14.12.2023 08:00 - 14.12.2023 08:15","9220","9350"
"14.12.2023 08:15 - 14.12.2023 08:30","9292","9415"
"14.12.2023 08:30 - 14.12.2023 08:45","9348","9454"
"14.12.2023 08:45 - 14.12.2023 09:00","9380","9426"
"14.12.2023 09:00 - 14.12.2023 09:15","9368","9462"
"14.12.2023 09:15 - 14.12.2023 09:30","9384","9479"
"14.12.2023 09:30 - 14.12.2023 09:45","9420","9504"
"14.12.2023 09:45 - 14.12.2023 10:00","9428","9461"
"14.12.2023 10:00 - 14.12.2023 10:15","9436","9450"
"14.12.2023 10:15 - 14.12.2023 10:30","9440","9434"
"14.12.2023 10:30 - 14.12.2023 10:45","9448","9408"
"14.12.2023 10:45 - 14.12.2023 11:00","9460","9384"
"14.12.2023 11:00 - 14.12.2023 11:15","9432","9408"
"14.12.2023 11:15 - 14.12.2023 11:30","9444","9412"
"14.12.2023 11:30 - 14.12.2023 11:45","9412","9391"
"14.12.2023 11:45 - 14.12.2023 12:00","9364","9298"
"14.12.2023 12:00 - 14.12.2023 12:15","9328","9230"
"14.12.2023 12:15 - 14.12.2023 12:30","9232","9167"
"14.12.2023 12:30 - 14.12.2023 12:45","9180","9120"
"14.12.2023 12:45 - 14.12.2023 13:00","9152","9071"
"14.12.2023 13:00 - 14.12.2023 13:15","9192","9108"
"14.12.2023 13:15 - 14.12.2023 13:30","9152","9118"
"14.12.2023 13:30 - 14.12.2023 13:45","9096","9086"
"14.12.2023 13:45 - 14.12.2023 14:00","9044","9070"
"14.12.2023 14:00 - 14.12.2023 14:15","9028","9094"
"14.12.2023 14:15 - 14.12.2023 14:30","9016","9126"
"14.12.2023 14:30 - 14.12.2023 14:45","9000","9143"
"14.12.2023 14:45 - 14.12.2023 15:00","8984","9188"
"14.12.2023 15:00 - 14.12.2023 15:15","8984","9176"
"14.12.2023 15:15 - 14.12.2023 15:30","8984","9202"
"14.12.2023 15:30 - 14.12.2023 15:45","8988","9223"
"14.12.2023 15:45 - 14.12.2023 16:00","9020","9254"
"14.12.2023 16:00 - 14.12.2023 16:15","9064","9289"
"14.12.2023 16:15 - 14.12.2023 16:30","9104","9360"
"14.12.2023 16:30 - 14.12.2023 16:45","9152","9388"
"14.12.2023 16:45 - 14.12.2023 17:00","9196","9372"
"14.12.2023 17:00 - 14.12.2023 17:15","9208","9398"
"14.12.2023 17:15 - 14.12.2023 17:30","9232","9418"
"14.12.2023 17:30 - 14.12.2023 17:45","9244","9402"
"14.12.2023 17:45 - 14.12.2023 18:00","9232","9356"
"14.12.2023 18:00 - 14.12.2023 18:15","9164","9256"
"14.12.2023 18:15 - 14.12.2023 18:30","9108","9181"
